file,spec_version,component_count,TC1_mitigation,TC1_severity,TC2_mitigation,TC2_severity,TC3_mitigation,TC3_severity,TC4_mitigation,TC4_severity,TC5_mitigation,TC5_severity,TC5b_mitigation,TC5b_severity,TC6_mitigation,TC6_severity,TC7_mitigation,TC7_severity,TC8_mitigation,TC8_severity
org-metaeffekt_metaeffekt-examples.json,1.6,8,FAIL,0.286,FAIL,1.0,FAIL,0.375,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,FAIL,0.75
wikimedia_mediawiki-extensions-DiscussionTools.json,1.6,1,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
duongnv3010_benchmark-sbom-tools.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
petrzamecnik_zamecnik-dp-example.json,1.6,88,FAIL,0.286,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
signal18_replication-manager.json,1.6,279,FAIL,0.286,PASS,0.0,FAIL,0.002,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.25,FAIL,1.0,PASS,0.0
CycloneDX_cyclonedx-php-composer.json,1.6,3,FAIL,0.429,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
lizmat_has-word.json,1.6,2,FAIL,0.143,PASS,0.0,FAIL,0.833,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.688,FAIL,1.0,FAIL,1.0
sw360_capycli.json,1.6,45,FAIL,0.286,FAIL,0.0,FAIL,0.5,FAIL,1.0,FAIL,0.062,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
daniel-ecubelabs_efr32xg24-explorer-kit.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.019,FAIL,1.0,FAIL,1.0,FAIL,1.0
siemens_standard-bom-python.json,1.6,3,FAIL,0.286,FAIL,0.0,FAIL,0.5,FAIL,1.0,FAIL,0.062,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
PascalBod_embedded-systems-for-ML.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.013,FAIL,1.0,FAIL,1.0,FAIL,1.0
up1_workshop-build-image.json,1.6,10,FAIL,0.286,PASS,0.0,FAIL,0.045,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.0
codeuchain_codeuchain.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
CycloneDX_cyclonedx-php-library.json,1.6,0,FAIL,0.714,PASS,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
kcrane3576_dev-dockerized-bootstrap-jenkins.json,1.6,663,FAIL,0.286,PASS,0.0,FAIL,0.999,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,FAIL,1.0
shiftleftcyber_secure-sbom-action.json,1.6,1,FAIL,0.286,FAIL,0.5,FAIL,0.75,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
